airline,airline ID,source airport,source airport id,destination airport,destination airport id,codeshare,stops,equipment,source coords,destination coords
DE,1868,ACE,1055,BHX,469,Y,0,757,"(28, 165)","(2, -104)"
FR,4296,ACE,1055,BHX,469,,0,738,"(28, 165)","(2, -104)"
TCX,4897,ACE,1055,BHX,469,,0,752,"(28, 165)","(2, -104)"
TO,8745,ACE,1055,BHX,469,,0,73H 75W,"(28, 165)","(2, -104)"
TOM,5013,ACE,1055,BHX,469,,0,75W,"(28, 165)","(2, -104)"
ZB,220,ACE,1055,BHX,469,,0,321 320,"(28, 165)","(2, -104)"
IB,2822,ACE,1055,BIO,1216,Y,0,320,"(28, 165)","(-57, 108)"
UX,90,ACE,1055,BIO,1216,,0,738,"(28, 165)","(-57, 108)"
VY,2439,ACE,1055,BIO,1216,,0,320,"(28, 165)","(-57, 108)"
LS,3026,ACE,1055,BLK,514,,0,73C,"(28, 165)","(5, -49)"
FR,4296,ACE,1055,BLQ,1538,,0,738,"(28, 165)","(40, -68)"
FR,4296,ACE,1055,BOH,494,,0,738,"(28, 165)","(52, 166)"
ST,2547,ACE,1055,BRE,353,,0,319,"(28, 165)","(-88, -29)"
FR,4296,ACE,1055,BRS,490,,0,738,"(28, 165)","(-58, 38)"
TCX,4897,ACE,1055,BRS,490,,0,320,"(28, 165)","(-58, 38)"
FR,4296,ACE,1055,BVA,1367,,0,738,"(28, 165)","(-50, -163)"
AB,214,ACE,1055,CGN,344,,0,738,"(28, 165)","(6, 117)"
FR,4296,ACE,1055,CRL,304,,0,738,"(28, 165)","(-60, -76)"
EI,837,ACE,1055,DUB,599,,0,320,"(28, 165)","(-41, 121)"
FR,4296,ACE,1055,DUB,599,,0,738,"(28, 165)","(-41, 121)"
AB,214,ACE,1055,DUS,345,,0,738 321 332,"(28, 165)","(0, 55)"
DE,1868,ACE,1055,DUS,345,,0,757 32S,"(28, 165)","(0, 55)"
FR,4296,ACE,1055,EDI,535,,0,738,"(28, 165)","(-56, 32)"
FR,4296,ACE,1055,EIN,585,,0,738,"(28, 165)","(69, 95)"
FR,4296,ACE,1055,EMA,523,,0,738,"(28, 165)","(-39, -166)"
LS,3026,ACE,1055,EMA,523,,0,73H,"(28, 165)","(-39, -166)"
TCX,4897,ACE,1055,EMA,523,,0,321,"(28, 165)","(-39, -166)"
TO,8745,ACE,1055,EMA,523,,0,73H,"(28, 165)","(-39, -166)"
TOM,5013,ACE,1055,EMA,523,,0,73H,"(28, 165)","(-39, -166)"
ZB,220,ACE,1055,EMA,523,,0,321,"(28, 165)","(-39, -166)"
FR,4296,ACE,1055,FKB,4166,,0,738,"(28, 165)","(-7, -140)"
DE,1868,ACE,1055,FRA,340,,0,757,"(28, 165)","(-89, 160)"
X3,2681,ACE,1055,FRA,340,,0,73H,"(28, 165)","(-89, 160)"
AB,214,ACE,1055,FUE,1051,,0,321 320,"(28, 165)","(50, -81)"
DE,1868,ACE,1055,FUE,1051,,0,757,"(28, 165)","(50, -81)"
HG,3661,ACE,1055,FUE,1051,,0,321 320,"(28, 165)","(50, -81)"
HQ,2684,ACE,1055,FUE,1051,,0,320,"(28, 165)","(50, -81)"
LG,3329,ACE,1055,FUE,1051,,0,73W,"(28, 165)","(50, -81)"
DE,1868,ACE,1055,GLA,534,Y,0,757,"(28, 165)","(18, 155)"
LS,3026,ACE,1055,GLA,534,,0,73H 738,"(28, 165)","(18, 155)"
TCX,4897,ACE,1055,GLA,534,,0,752,"(28, 165)","(18, 155)"
TO,8745,ACE,1055,GLA,534,,0,75W,"(28, 165)","(18, 155)"
TOM,5013,ACE,1055,GLA,534,,0,75W,"(28, 165)","(18, 155)"
DE,1868,ACE,1055,HAJ,352,,0,32S,"(28, 165)","(64, 89)"
X3,2681,ACE,1055,HAJ,352,,0,73H,"(28, 165)","(64, 89)"
AB,214,ACE,1055,HAM,342,,0,320,"(28, 165)","(-2, -93)"
DE,1868,ACE,1055,HAM,342,,0,32S,"(28, 165)","(-2, -93)"
FR,4296,ACE,1055,HHN,355,,0,738,"(28, 165)","(24, 5)"
FR,4296,ACE,1055,LBA,517,,0,738,"(28, 165)","(53, -86)"
LS,3026,ACE,1055,LBA,517,,0,75W 752,"(28, 165)","(53, -86)"
ZB,220,ACE,1055,LBA,517,,0,320,"(28, 165)","(53, -86)"
AB,214,ACE,1055,LEJ,348,,0,738,"(28, 165)","(0, 118)"
DE,1868,ACE,1055,LEJ,348,,0,32S,"(28, 165)","(0, 118)"
BA,1355,ACE,1055,LGW,502,,0,320,"(28, 165)","(-23, -25)"
DE,1868,ACE,1055,LGW,502,Y,0,757,"(28, 165)","(-23, -25)"
DY,3737,ACE,1055,LGW,502,,0,73H,"(28, 165)","(-23, -25)"
IB,2822,ACE,1055,LGW,502,Y,0,320,"(28, 165)","(-23, -25)"
TCX,4897,ACE,1055,LGW,502,,0,752 753,"(28, 165)","(-23, -25)"
TO,8745,ACE,1055,LGW,502,,0,73H 75W,"(28, 165)","(-23, -25)"
TOM,5013,ACE,1055,LGW,502,,0,75W,"(28, 165)","(-23, -25)"
U2,2297,ACE,1055,LGW,502,,0,320,"(28, 165)","(-23, -25)"
ZB,220,ACE,1055,LGW,502,,0,321,"(28, 165)","(-23, -25)"
NT,1539,ACE,1055,LPA,1054,,0,CR9 AT7,"(28, 165)","(-39, -8)"
PM,5016,ACE,1055,LPA,1054,,0,AT4,"(28, 165)","(-39, -8)"
FR,4296,ACE,1055,LPL,491,,0,738,"(28, 165)","(-77, -49)"
U2,2297,ACE,1055,LPL,491,,0,320,"(28, 165)","(-77, -49)"
FR,4296,ACE,1055,LTN,492,,0,738,"(28, 165)","(-27, -15)"
TO,8745,ACE,1055,LTN,492,,0,75W 73H,"(28, 165)","(-27, -15)"
ZB,220,ACE,1055,LTN,492,,0,321 320,"(28, 165)","(-27, -15)"
LG,3329,ACE,1055,LUX,629,,0,73H,"(28, 165)","(-22, 75)"
FR,4296,ACE,1055,MAD,1229,,0,738,"(28, 165)","(-28, 174)"
IB,2822,ACE,1055,MAD,1229,Y,0,32S,"(28, 165)","(-28, 174)"
UX,90,ACE,1055,MAD,1229,,0,738 332,"(28, 165)","(-28, 174)"
DE,1868,ACE,1055,MAN,478,Y,0,330 320,"(28, 165)","(-79, -178)"
FR,4296,ACE,1055,MAN,478,,0,738,"(28, 165)","(-79, -178)"
LS,3026,ACE,1055,MAN,478,,0,752 75W 73H,"(28, 165)","(-79, -178)"
TCX,4897,ACE,1055,MAN,478,,0,753 321,"(28, 165)","(-79, -178)"
TO,8745,ACE,1055,MAN,478,,0,73H,"(28, 165)","(-79, -178)"
TOM,5013,ACE,1055,MAN,478,,0,73H 75W,"(28, 165)","(-79, -178)"
ZB,220,ACE,1055,MAN,478,,0,321 320,"(28, 165)","(-79, -178)"
AB,214,ACE,1055,MUC,346,,0,738,"(28, 165)","(-19, -178)"
DE,1868,ACE,1055,MUC,346,,0,32S,"(28, 165)","(-19, -178)"
LS,3026,ACE,1055,NCL,521,,0,752 75W,"(28, 165)","(-12, -127)"
TCX,4897,ACE,1055,NCL,521,,0,752,"(28, 165)","(-12, -127)"
TO,8745,ACE,1055,NCL,521,,0,73H,"(28, 165)","(-12, -127)"
TOM,5013,ACE,1055,NCL,521,,0,73H,"(28, 165)","(-12, -127)"
FR,4296,ACE,1055,NOC,600,,0,738,"(28, 165)","(-20, -34)"
FR,4296,ACE,1055,NRN,4198,,0,738,"(28, 165)","(-34, -132)"
EI,837,ACE,1055,ORK,596,,0,320,"(28, 165)","(36, 150)"
FR,4296,ACE,1055,ORK,596,,0,738,"(28, 165)","(36, 150)"
UX,90,ACE,1055,OVD,1214,,0,332,"(28, 165)","(78, 89)"
DE,1868,ACE,1055,PAD,371,,0,32S,"(28, 165)","(72, 38)"
FR,4296,ACE,1055,PIK,537,,0,738,"(28, 165)","(18, -19)"
FR,4296,ACE,1055,SCQ,1243,,0,738,"(28, 165)","(22, -65)"
UX,90,ACE,1055,SCQ,1243,,0,738,"(28, 165)","(22, -65)"
FR,4296,ACE,1055,SDR,1251,,0,738,"(28, 165)","(29, 34)"
FR,4296,ACE,1055,SNN,603,,0,738,"(28, 165)","(-83, -3)"
FR,4296,ACE,1055,STN,548,,0,738,"(28, 165)","(57, 98)"
TO,8745,ACE,1055,STN,548,,0,73H,"(28, 165)","(57, 98)"
TOM,5013,ACE,1055,STN,548,,0,73H,"(28, 165)","(57, 98)"
DE,1868,ACE,1055,STR,350,,0,32S,"(28, 165)","(-65, -155)"
X3,2681,ACE,1055,STR,350,,0,73H,"(28, 165)","(-65, -155)"
FR,4296,ACE,1055,SVQ,1253,,0,738,"(28, 165)","(-20, 177)"
DE,1868,ACE,1055,SXF,337,,0,32S,"(28, 165)","(81, 90)"
NT,1539,ACE,1055,TFN,1057,,0,AT7,"(28, 165)","(31, -17)"
AB,214,ACE,1055,TXL,351,,0,321,"(28, 165)","(-56, -118)"
FR,4296,ACE,1055,ZAZ,1252,,0,738,"(28, 165)","(-30, -109)"
AB,214,ACE,1055,ZRH,1678,,0,320,"(28, 165)","(-87, 162)"
LX,4559,ACE,1055,ZRH,1678,Y,0,320,"(28, 165)","(-87, 162)"
3L,2916,ACH,1679,EBA,1558,,0,DH3,"(-67, 173)","(-34, -74)"
PE,106,ACH,1679,VIE,1613,,0,E70,"(-67, 173)","(6, 152)"
GR,508,ACI,497,GCI,498,,0,BNT,"(-14, 123)","(15, 8)"
GR,508,ACI,497,SOU,495,,0,BNT,"(-14, 123)","(87, 140)"
9K,1629,ACK,3517,BOS,3448,,0,CNA,"(-85, -104)","(-27, -109)"
9K,1629,ACK,3517,EWB,5737,,0,CNA,"(-85, -104)","(79, 112)"
TJ,18529,ACK,3517,HPN,3589,,0,PL2,"(-85, -104)","(-48, 49)"
9K,1629,ACK,3517,HYA,4278,Y,0,CNA,"(-85, -104)","(36, -7)"
9K,1629,ACK,3517,MVY,4265,,0,CNA,"(-85, -104)","(51, -10)"
TJ,18529,ACK,3517,TEB,3624,,0,PL2,"(-85, -104)","(21, 158)"
9R,4691,ACR,6740,LCR,7356,,0,BE1,"(23, -125)","(65, -21)"
9R,4691,ACR,6740,SVI,2750,,0,BE1,"(23, -125)","(-65, -136)"
AA,24,ACT,3700,DFW,3670,Y,0,ER4 ERD,"(-13, 65)","(45, -163)"
US,5265,ACT,3700,DFW,3670,,0,ER4,"(-13, 65)","(45, -163)"
7P,1500,ACU,8204,PAC,1869,,0,DHT,"(88, 55)","(76, -112)"
UA,5209,ACV,4384,CEC,5727,Y,0,EM2,"(-65, -168)","(8, 31)"
UA,5209,ACV,4384,SFO,3469,Y,0,EM2,"(-65, -168)","(52, 174)"
UA,5209,ACV,4384,SMF,3817,Y,0,EM2,"(-65, -168)","(-82, -30)"
CZ,1767,ACX,7506,CAN,3370,,0,319,"(43, -78)","(45, -100)"
G5,15837,ACX,7506,CKG,3393,,0,CR9,"(43, -78)","(-64, 105)"
G5,15837,ACX,7506,KWE,3394,,0,CR9 CR2,"(43, -78)","(-59, 103)"
KN,10741,ACX,7506,NAY,6341,,0,737,"(43, -78)","(-32, 156)"
MU,1758,ACX,7506,NAY,6341,Y,0,737,"(43, -78)","(-32, 156)"
MU,1758,ACX,7506,PVG,3406,,0,319,"(43, -78)","(-44, 1)"
NK,4687,ACY,3524,BOS,3448,,0,319,"(-42, 84)","(-27, -109)"
NK,4687,ACY,3524,DTW,3645,,0,319,"(-42, 84)","(-62, -175)"
NK,4687,ACY,3524,FLL,3533,,0,320 319,"(-42, 84)","(-20, 28)"
UA,5209,ACY,3524,IAH,3550,Y,0,ERJ,"(-42, 84)","(-46, 91)"
NK,4687,ACY,3524,MCO,3878,,0,320,"(-42, 84)","(80, 64)"
NK,4687,ACY,3524,MYR,3515,,0,320,"(-42, 84)","(34, -164)"
NK,4687,ACY,3524,ORD,3830,,0,319,"(-42, 84)","(-49, 50)"
UA,5209,ACY,3524,ORD,3830,Y,0,ERJ,"(-42, 84)","(-49, 50)"
NK,4687,ACY,3524,RSW,3793,,0,319,"(-42, 84)","(-7, 128)"
NK,4687,ACY,3524,TPA,3646,,0,319,"(-42, 84)","(89, 133)"
EP,2923,ACZ,2165,MHD,4331,,0,100,"(45, 106)","(64, -85)"
PC,3926,ADA,1685,ADB,1706,,0,738,"(48, -158)","(53, -61)"
XQ,4573,ADA,1685,ADB,1706,,0,738,"(48, -158)","(53, -61)"
PC,3926,ADA,1685,AYT,1688,,0,738,"(48, -158)","(38, -119)"
XQ,4573,ADA,1685,AYT,1688,,0,738,"(48, -158)","(38, -119)"
KK,995,ADA,1685,EBL,3989,,0,320,"(48, -158)","(75, -111)"
Z4,5523,ADA,1685,EBL,3989,,0,321,"(48, -158)","(75, -111)"
KK,995,ADA,1685,ECN,5780,,0,320,"(48, -158)","(62, 167)"
PC,3926,ADA,1685,ECN,5780,,0,738,"(48, -158)","(62, 167)"
TK,4951,ADA,1685,ESB,1682,Y,0,73W 738,"(48, -158)","(88, -166)"
8Q,3788,ADA,1685,IST,1701,,0,320,"(48, -158)","(-28, 83)"
KK,995,ADA,1685,IST,1701,,0,320,"(48, -158)","(-28, 83)"
TK,4951,ADA,1685,IST,1701,,0,319 738 320 321 73W 739,"(48, -158)","(-28, 83)"
XY,3754,ADA,1685,JED,2072,,0,320,"(48, -158)","(18, -12)"
PC,3926,ADA,1685,SAW,4317,,0,738 320,"(48, -158)","(-71, 19)"
TK,4951,ADA,1685,SAW,4317,Y,0,738,"(48, -158)","(-71, 19)"
PC,3926,ADA,1685,TZX,1726,,0,738,"(48, -158)","(-63, -171)"
PC,3926,ADA,1685,VAN,1728,,0,738,"(48, -158)","(-28, 126)"
PC,3926,ADB,1706,ADA,1685,,0,738,"(53, -61)","(48, -158)"
XQ,4573,ADB,1706,ADA,1685,,0,738,"(53, -61)","(48, -158)"
HV,5039,ADB,1706,AMS,580,,0,73H 73W,"(53, -61)","(-87, -95)"
PC,3926,ADB,1706,AMS,580,,0,738,"(53, -61)","(-87, -95)"
XQ,4573,ADB,1706,AMS,580,,0,738,"(53, -61)","(-87, -95)"
XQ,4573,ADB,1706,ARN,737,,0,738,"(53, -61)","(13, -78)"
PC,3926,ADB,1706,ASR,1696,,0,738,"(53, -61)","(32, -88)"
XQ,4573,ADB,1706,ASR,1696,,0,738,"(53, -61)","(32, -88)"
PC,3926,ADB,1706,ATH,3941,,0,738,"(53, -61)","(-55, 105)"
PC,3926,ADB,1706,AYT,1688,,0,738,"(53, -61)","(38, -119)"
XQ,4573,ADB,1706,AYT,1688,,0,738,"(53, -61)","(38, -119)"
TO,8745,ADB,1706,BHX,469,,0,75W,"(53, -61)","(2, -104)"
XQ,4573,ADB,1706,BRE,353,,0,738,"(53, -61)","(-88, -29)"
PC,3926,ADB,1706,BRU,302,,0,738,"(53, -61)","(14, 169)"
PC,3926,ADB,1706,BSL,1423,,0,738,"(53, -61)","(65, 171)"
XQ,4573,ADB,1706,BSL,1423,,0,738,"(53, -61)","(65, 171)"
HQ,2684,ADB,1706,CDG,1382,,0,320,"(53, -61)","(60, -76)"
XQ,4573,ADB,1706,CDG,1382,,0,738,"(53, -61)","(60, -76)"
XQ,4573,ADB,1706,CGN,344,,0,738,"(53, -61)","(6, 117)"
XQ,4573,ADB,1706,CPH,609,,0,738,"(53, -61)","(85, -135)"
PC,3926,ADB,1706,DIY,1722,,0,738,"(53, -61)","(40, -146)"
XQ,4573,ADB,1706,DIY,1722,,0,738,"(53, -61)","(40, -146)"
XQ,4573,ADB,1706,DTM,373,,0,738,"(53, -61)","(-33, 150)"
EI,837,ADB,1706,DUB,599,,0,320,"(53, -61)","(-41, 121)"
PC,3926,ADB,1706,DUS,345,,0,738,"(53, -61)","(0, 55)"
XQ,4573,ADB,1706,DUS,345,,0,738,"(53, -61)","(0, 55)"
KK,995,ADB,1706,ECN,5780,,0,320,"(53, -61)","(62, 167)"
PC,3926,ADB,1706,ECN,5780,,0,738,"(53, -61)","(62, 167)"
PC,3926,ADB,1706,ESB,1682,,0,738,"(53, -61)","(88, -166)"
TK,4951,ADB,1706,ESB,1682,Y,0,738 73G,"(53, -61)","(88, -166)"
PC,3926,ADB,1706,EZS,1721,,0,738,"(53, -61)","(-11, 14)"
XQ,4573,ADB,1706,FRA,340,,0,738,"(53, -61)","(-89, 160)"
PC,3926,ADB,1706,GNY,9044,,0,738,"(53, -61)","(-35, -180)"
PC,3926,ADB,1706,GZT,1689,,0,738,"(53, -61)","(39, 119)"
XQ,4573,ADB,1706,GZT,1689,,0,738,"(53, -61)","(39, 119)"
XQ,4573,ADB,1706,HAJ,352,,0,738,"(53, -61)","(64, 89)"
TK,4951,ADB,1706,HAM,342,,0,320,"(53, -61)","(-2, -93)"
XQ,4573,ADB,1706,HAM,342,,0,738,"(53, -61)","(-2, -93)"
XQ,4573,ADB,1706,HEL,421,,0,738,"(53, -61)","(37, 160)"
PC,3926,ADB,1706,HTY,7453,,0,738,"(53, -61)","(-22, -35)"
8Q,3788,ADB,1706,IST,1701,,0,320,"(53, -61)","(-28, 83)"
KK,995,ADB,1706,IST,1701,,0,320,"(53, -61)","(-28, 83)"
PC,3926,ADB,1706,IST,1701,,0,738,"(53, -61)","(-28, 83)"
TK,4951,ADB,1706,IST,1701,,0,320 738 330 319 739 321 343 73W 77W,"(53, -61)","(-28, 83)"
TO,8745,ADB,1706,LGW,502,,0,75W,"(53, -61)","(-23, -25)"
U2,2297,ADB,1706,LGW,502,,0,320,"(53, -61)","(-23, -25)"
LG,3329,ADB,1706,LUX,629,,0,73H,"(53, -61)","(-22, 75)"
XQ,4573,ADB,1706,LYS,1335,,0,738,"(53, -61)","(-11, -9)"
TO,8745,ADB,1706,MAN,478,,0,75W,"(53, -61)","(-79, -178)"
PC,3926,ADB,1706,MQM,6753,,0,738,"(53, -61)","(38, 71)"
LH,3320,ADB,1706,MUC,346,,0,319 321 320,"(53, -61)","(-19, -178)"
XQ,4573,ADB,1706,MUC,346,,0,738,"(53, -61)","(-19, -178)"
XQ,4573,ADB,1706,NTE,1418,,0,738,"(53, -61)","(-74, -65)"
PC,3926,ADB,1706,SAW,4317,,0,738 320,"(53, -61)","(-71, 19)"
TK,4951,ADB,1706,SAW,4317,,0,738 320,"(53, -61)","(-71, 19)"
XQ,4573,ADB,1706,SAW,4317,,0,738,"(53, -61)","(-71, 19)"
PC,3926,ADB,1706,STN,548,,0,738,"(53, -61)","(57, 98)"
PC,3926,ADB,1706,STR,350,,0,738,"(53, -61)","(-65, -155)"
XQ,4573,ADB,1706,STR,350,,0,738,"(53, -61)","(-65, -155)"
XQ,4573,ADB,1706,SXB,1435,,0,738,"(53, -61)","(-8, -22)"
XQ,4573,ADB,1706,TXL,351,,0,738,"(53, -61)","(-56, -118)"
PC,3926,ADB,1706,TZX,1726,,0,738,"(53, -61)","(-63, -171)"
XQ,4573,ADB,1706,TZX,1726,,0,738,"(53, -61)","(-63, -171)"
PC,3926,ADB,1706,VAS,1694,,0,738,"(53, -61)","(83, 86)"
XQ,4573,ADB,1706,VIE,1613,,0,738,"(53, -61)","(6, 152)"
XQ,4573,ADB,1706,ZRH,1678,,0,738,"(53, -61)","(-87, 162)"
ET,2220,ADD,1107,ABV,260,,0,77L,"(-41, -25)","(-6, 68)"
ET,2220,ADD,1107,ACC,248,,0,738,"(-41, -25)","(8, -129)"
ET,2220,ADD,1107,AMH,1109,,0,DH8,"(-41, -25)","(56, -150)"
ET,2220,ADD,1107,ASO,1119,,0,DH8,"(-41, -25)","(-33, 25)"
ET,2220,ADD,1107,AXU,1110,,0,DH8,"(-41, -25)","(-21, 47)"
GF,2638,ADD,1107,BAH,2057,,0,320,"(-41, -25)","(63, 168)"
ET,2220,ADD,1107,BEY,2177,,0,738,"(-41, -25)","(-23, -124)"
ET,2220,ADD,1107,BJR,1111,,0,DH8,"(-41, -25)","(-30, -69)"
ET,2220,ADD,1107,BKK,3885,,0,763,"(-41, -25)","(-13, 163)"
SQ,4435,ADD,1107,BKK,3885,,0,763,"(-41, -25)","(-13, 163)"
ET,2220,ADD,1107,BKO,1044,,0,763,"(-41, -25)","(62, 1)"
SA,4305,ADD,1107,BKO,1044,Y,0,763,"(-41, -25)","(62, 1)"
AI,218,ADD,1107,BOM,2997,Y,0,752,"(-41, -25)","(-72, -11)"
ET,2220,ADD,1107,BOM,2997,,0,788,"(-41, -25)","(-72, -11)"
ET,2220,ADD,1107,CAI,1128,,0,73W 738,"(-41, -25)","(-53, 40)"
MS,2143,ADD,1107,CAI,1128,,0,738,"(-41, -25)","(-53, 40)"
CA,751,ADD,1107,CAN,3370,,0,77W,"(-41, -25)","(45, -100)"
ET,2220,ADD,1107,CAN,3370,,0,77W,"(-41, -25)","(45, -100)"
ZH,4611,ADD,1107,CAN,3370,Y,0,737,"(-41, -25)","(45, -100)"
ET,2220,ADD,1107,CDG,1382,,0,763,"(-41, -25)","(60, -76)"
ET,2220,ADD,1107,COO,245,,0,73W 752,"(-41, -25)","(33, -150)"
ET,2220,ADD,1107,DAR,1177,,0,738 73W,"(-41, -25)","(-56, 22)"
LH,3320,ADD,1107,DAR,1177,Y,0,73W,"(-41, -25)","(-56, 22)"
AI,218,ADD,1107,DEL,3093,Y,0,763,"(-41, -25)","(-27, -19)"
ET,2220,ADD,1107,DEL,3093,,0,752,"(-41, -25)","(-27, -19)"
ET,2220,ADD,1107,DIR,1112,,0,DH8 73W,"(-41, -25)","(42, -61)"
ET,2220,ADD,1107,DLA,897,,0,763,"(-41, -25)","(22, -71)"
TK,4951,ADD,1107,DLA,897,Y,0,763,"(-41, -25)","(22, -71)"
ET,2220,ADD,1107,DMM,2064,,0,73W,"(-41, -25)","(81, -134)"
QR,4091,ADD,1107,DOH,11051,,0,320,"(-41, -25)","(-8, -167)"
EK,2183,ADD,1107,DXB,2188,,0,332,"(-41, -25)","(54, 166)"
ET,2220,ADD,1107,DXB,2188,,0,77L 738 788 763,"(-41, -25)","(54, 166)"
FZ,14485,ADD,1107,DXB,2188,,0,73H,"(-41, -25)","(54, 166)"
ET,2220,ADD,1107,EBB,1187,,0,763 73W,"(-41, -25)","(12, 164)"
LH,3320,ADD,1107,EBB,1187,Y,0,73W,"(-41, -25)","(12, 164)"
ET,2220,ADD,1107,ENU,264,,0,752,"(-41, -25)","(-67, 46)"
ET,2220,ADD,1107,FBM,1038,,0,738 73W,"(-41, -25)","(-71, -29)"
ET,2220,ADD,1107,FCO,1555,,0,763,"(-41, -25)","(-81, -108)"
ET,2220,ADD,1107,FIH,1020,,0,788,"(-41, -25)","(32, 88)"
ET,2220,ADD,1107,FRA,340,,0,788,"(-41, -25)","(-89, 160)"
LH,3320,ADD,1107,FRA,340,Y,0,788,"(-41, -25)","(-89, 160)"
ET,2220,ADD,1107,GDQ,1114,,0,DH8,"(-41, -25)","(3, -174)"
ET,2220,ADD,1107,GMB,1113,,0,DH8,"(-41, -25)","(76, -150)"
ET,2220,ADD,1107,HGA,1121,,0,DH8,"(-41, -25)","(78, -19)"
ET,2220,ADD,1107,HKG,3077,,0,788,"(-41, -25)","(64, 7)"
ET,2220,ADD,1107,HRE,1005,,0,788,"(-41, -25)","(-50, 124)"
LH,3320,ADD,1107,HRE,1005,Y,0,788,"(-41, -25)","(-50, 124)"
SK,4319,ADD,1107,HRE,1005,Y,0,788,"(-41, -25)","(-50, 124)"
TK,4951,ADD,1107,HRE,1005,Y,0,788,"(-41, -25)","(-50, 124)"
TK,4951,ADD,1107,IST,1701,,0,738,"(-41, -25)","(-28, 83)"
AC,330,ADD,1107,JED,2072,Y,0,333,"(-41, -25)","(18, -12)"
ET,2220,ADD,1107,JED,2072,,0,738 752,"(-41, -25)","(18, -12)"
LH,3320,ADD,1107,JED,2072,,0,333,"(-41, -25)","(18, -12)"
SK,4319,ADD,1107,JED,2072,Y,0,333,"(-41, -25)","(18, -12)"
SV,4533,ADD,1107,JED,2072,,0,320,"(-41, -25)","(18, -12)"
UA,5209,ADD,1107,JED,2072,Y,0,333,"(-41, -25)","(18, -12)"
ET,2220,ADD,1107,JIB,4119,,0,DH8 73W,"(-41, -25)","(-36, -33)"
KL,3090,ADD,1107,JIB,4119,Y,0,EMJ E90,"(-41, -25)","(-36, -33)"
KQ,3126,ADD,1107,JIB,4119,,0,E90,"(-41, -25)","(-36, -33)"
MS,2143,ADD,1107,JIB,4119,,0,DH8 73W,"(-41, -25)","(-36, -33)"
ET,2220,ADD,1107,JIJ,7417,,0,DH8,"(-41, -25)","(-32, 156)"
ET,2220,ADD,1107,JIM,1116,,0,DH8,"(-41, -25)","(11, -127)"
ET,2220,ADD,1107,JNB,813,,0,77L,"(-41, -25)","(43, -52)"
SA,4305,ADD,1107,JNB,813,Y,0,77L,"(-41, -25)","(43, -52)"
ET,2220,ADD,1107,JRO,1180,,0,763,"(-41, -25)","(-47, 12)"
ET,2220,ADD,1107,JUB,1173,,0,DH8 73W,"(-41, -25)","(-43, -39)"
TK,4951,ADD,1107,JUB,1173,Y,0,73W DH8,"(-41, -25)","(-43, -39)"
ET,2220,ADD,1107,KGL,1165,,0,738,"(-41, -25)","(52, 41)"
MS,2143,ADD,1107,KGL,1165,Y,0,738,"(-41, -25)","(52, 41)"
ET,2220,ADD,1107,KRT,1175,,0,DH8 738,"(-41, -25)","(61, -41)"
SD,4521,ADD,1107,KRT,1175,,0,320,"(-41, -25)","(61, -41)"
ET,2220,ADD,1107,KWI,2176,,0,738,"(-41, -25)","(-6, -176)"
KU,3179,ADD,1107,KWI,2176,,0,73W,"(-41, -25)","(-6, -176)"
ET,2220,ADD,1107,LAD,951,,0,77W,"(-41, -25)","(19, -79)"
MS,2143,ADD,1107,LAD,951,,0,77W,"(-41, -25)","(19, -79)"
ET,2220,ADD,1107,LBV,970,,0,738,"(-41, -25)","(-13, 137)"
ET,2220,ADD,1107,LFW,298,,0,788 73W,"(-41, -25)","(77, 179)"
ET,2220,ADD,1107,LHR,507,,0,788 77L,"(-41, -25)","(67, -118)"
ET,2220,ADD,1107,LLW,1016,,0,738,"(-41, -25)","(-37, 120)"
ET,2220,ADD,1107,LOS,273,,0,77L,"(-41, -25)","(37, -10)"
ET,2220,ADD,1107,LUN,907,,0,788,"(-41, -25)","(52, 66)"
ET,2220,ADD,1107,MBA,1145,,0,738 DH8,"(-41, -25)","(55, 165)"
LH,3320,ADD,1107,MBA,1145,Y,0,DH8,"(-41, -25)","(55, 165)"
ET,2220,ADD,1107,MCT,2194,,0,73W,"(-41, -25)","(5, 143)"
WY,3778,ADD,1107,MCT,2194,,0,73G,"(-41, -25)","(5, 143)"
ET,2220,ADD,1107,MPM,979,,0,73W 738,"(-41, -25)","(58, 104)"
ET,2220,ADD,1107,MQX,1118,,0,738 DH8 73W,"(-41, -25)","(36, 8)"
ET,2220,ADD,1107,NBO,4059,,0,763 738,"(-41, -25)","(-39, -13)"
KL,3090,ADD,1107,NBO,4059,Y,0,E90,"(-41, -25)","(-39, -13)"
KQ,3126,ADD,1107,NBO,4059,,0,E90,"(-41, -25)","(-39, -13)"
OZ,28,ADD,1107,NBO,4059,,0,763,"(-41, -25)","(-39, -13)"
ET,2220,ADD,1107,NDJ,999,,0,738 752 763,"(-41, -25)","(38, -130)"
ET,2220,ADD,1107,NIM,280,,0,752,"(-41, -25)","(-73, -59)"
ET,2220,ADD,1107,OUA,246,,0,752,"(-41, -25)","(59, -21)"
CA,751,ADD,1107,PEK,3364,,0,77L,"(-41, -25)","(22, -13)"
ET,2220,ADD,1107,PEK,3364,,0,77L,"(-41, -25)","(22, -13)"
ET,2220,ADD,1107,PNR,886,,0,738,"(-41, -25)","(14, -121)"
ET,2220,ADD,1107,PVG,3406,,0,788 77L,"(-41, -25)","(-44, 1)"
ET,2220,ADD,1107,RUH,2082,,0,738,"(-41, -25)","(-73, -40)"
